"","ID","Strain.x","Age","Weight.x","Clutch","shh_R2_spot","shh_M1_spot","shh_M2_spot","cap_transition","M1_spot_split_LR","shboob","Total_state","stateord","Symmetry","groupwt","nid","Age.dpc.","Date","Strain.y","Weight.y","Litter","Weekday","indata","age","poids","portee","agerel","poidscor","agecor","agepreditsanscor","poidscor2","agecor2","dev01","dev.inf","dev.sup","sd","dev05","dev15","ident"
"138","shh_14.0_26_126_DAA","DUHi",14,126,"DAA",2,0,0,0,0,0,"2_0_0_0","123_2_0_0_0","y",123,"126DAA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"139","shh_15.5_18_257_DAC","DUHi",15.5,257,"DAC",0,2,0,2,1,1,"0_2_2_1","325_0_2_2_1","y",325,"257DAC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"140","shh_13.0_01_90_FX","FVB",13,90,"FX",0,0,0,0,0,0,"0_0_0_0","097_0_0_0_0","y",97,"90FX",13,"5/12/2015","FVB",90,"FX",3,TRUE,13,4.49980967033027,"FX",-2,4.57510286582909,12.8489947595029,12.6861562917487,4.53218574439476,12.756176832883,12.7135177661869,12.2513680340069,13.1460378183533,"001",12.686840828128,12.8381666052103,4
"141","shh_14.5_06_218_FZ","FVB",14.5,218,"FZ",0,2,0,1,0,1,"0_2_1_1","227_0_2_1_1","y",227,"218FZ",14.5,"5/13/2015","FVB",218,"FZ",4,TRUE,14.5,5.38449506278909,"FZ",-0.5,5.40467496813683,14.6431309910242,14.5994874075041,5.39317242208862,14.6182541484177,14.6197626828941,14.2062569987608,15.0153266201139,"001",14.5941985835146,14.6367836627945,215
"142","shh_14.5_14_190_FZ","FVB",14.5,190,"FZ",0,2,0,1,0,1,"0_2_1_1","227_0_2_1_1","y",227,"190FZ",14.5,"5/13/2015","FVB",190,"FZ",4,TRUE,14.5,5.24702407216049,"FZ",-0.5,5.26720397750823,14.3458190583016,14.3021754747814,5.25570143146001,14.3209422156951,14.3218846954781,13.9042938507268,14.7159806278167,"001",14.2975328997616,14.3399669796852,208
"143","shh_14.5_16_310_FW","FVB",14.5,310,"FW",0,2,0,2,1,1,"0_2_2_1","325_0_2_2_1","-",325,"310FW",14.5,"5/12/2015","FVB",310,"FW",3,TRUE,14.5,5.73657229747919,"FW",-0.5,5.30003327473579,14.4168197964502,15.3609336052416,5.54886051769953,14.9549646674613,15.1729295169137,14.7771752491215,15.5975387879994,"001",15.3071180241766,14.5373752688276,198
"144","shh_14.5_17_325_FW","FVB",14.5,325,"FW",0,2,0,2,1,1,"0_2_2_1","325_0_2_2_1","-",325,"325FW",14.5,"5/12/2015","FVB",325,"FW",3,TRUE,14.5,5.78382518232974,"FW",-0.5,5.34728615958633,14.5190147865161,15.4631285953074,5.59611340255007,15.0571596575272,15.2751685646648,14.8809429881185,15.7037546020529,"001",15.4092738657554,14.6391327880481,201
"145","shh_14.5_18_340_FW","FVB",14.5,340,"FW",0,2,0,2,1,1,"0_2_2_1","325_0_2_2_1","-",325,"340FW",14.5,"5/12/2015","FVB",340,"FW",3,TRUE,14.5,5.82894561761021,"FW",-0.5,5.3924065948668,14.6165978748257,15.5607116836171,5.64123383783054,15.1547427458368,15.3723629820861,14.9773870713766,15.8051388373923,"001",15.5068227885036,14.7365605278768,204
"146","shh_14.5_19_349_FW","FVB",14.5,349,"FW",0,2,0,2,2,1,"0_2_2_1","325_0_2_2_1","-",325,"349FW",14.5,"5/12/2015","FVB",349,"FW",3,TRUE,14.5,5.85507192220243,"FW",-0.5,5.41853289945902,14.6731018839821,15.6172156927734,5.66736014242276,15.2112467549931,15.4287772431978,15.0329618834179,15.8632500820992,"001",15.5632195029274,14.7928213486695,206
"147","shh_14.5_20_332_FS","FVB",14.5,332,"FS",0,2,0,2,1,1,"0_2_2_1","325_0_2_2_1","y",325,"332FS",14.5,"4/28/2015","FVB",332,"FS",3,TRUE,14.5,5.80513496891649,"FS",-0.5,5.28880165410678,14.3925288909904,15.509215801103,5.58311164354831,15.0290404297546,15.2852971566179,14.8784496801299,15.7253821069952,"001",15.4459976468764,14.5333078759921,189
"148","shh_14.5_21_344_FS","FVB",14.5,344,"FS",0,2,0,2,1,1,"0_2_2_1","325_0_2_2_1","y",325,"344FS",14.5,"4/28/2015","FVB",344,"FS",3,TRUE,14.5,5.8406416573734,"FS",-0.5,5.32430834256369,14.469320089784,15.5860069998965,5.61861833200522,15.1058316285481,15.3627542785584,14.9539086983479,15.8053998010591,"001",15.5229266711074,14.6102162251529,191
"149","shh_14.5_22_353_FS","FVB",14.5,353,"FS",0,2,0,2,2,1,"0_2_2_1","325_0_2_2_1","y",325,"353FS",14.5,"4/28/2015","FVB",353,"FS",3,TRUE,14.5,5.8664680569333,"FS",-0.5,5.35013474212359,14.5251754868631,15.6418623969756,5.64444473156512,15.1616870256272,15.4189206566058,15.0098371016821,15.8630935808182,"001",15.578559591534,14.6656378771984,192
"150","shh_14.5_24_359_FS","FVB",14.5,359,"FS",0,2,0,2,2,1,"0_2_2_1","325_0_2_2_1","y",325,"359FS",14.5,"4/28/2015","FVB",359,"FS",3,TRUE,14.5,5.88332238848828,"FS",-0.5,5.36698907367857,14.5616267691769,15.6783136792894,5.6612990631201,15.198138307941,15.4555943805263,15.0462197688721,15.9015093048798,"001",15.6149400748641,14.701906303621,194
"151","shh_14.5_25_373_FS","FVB",14.5,373,"FS",0,2,0,2,2,1,"0_2_2_1","325_0_2_2_1","-",325,"373FS",14.5,"4/28/2015","FVB",373,"FS",3,TRUE,14.5,5.92157841964382,"FS",-0.5,5.40524510483411,14.6443640398486,15.7610509499611,5.69955509427564,15.2808755786128,15.5385906557578,15.1279715315118,15.9885840387483,"001",15.6975810632011,14.7845741378683,196
"152","shh_15.0_10_151_FAA","FVB",15,151,"FAA",0,0,0,0,0,1,"0_0_0_1","162_0_0_0_1","-",162,"151FAA",15,"5/27/2015","FVB",151,"FAA",4,TRUE,15,5.01727983681492,"FAA",0,5.13065266420932,14.0504961346282,13.8053018992719,5.06603015259451,13.9107354204751,13.8543112457751,13.4149617706435,14.2653006658399,"001",13.8121717954434,14.0211651614163,217
"153","shh_15.0_11_229_FAA","FVB",15,229,"FAA",0,2,0,1,0,1,"0_2_1_1","227_0_2_1_1","-",227,"229FAA",15,"5/27/2015","FVB",229,"FAA",4,TRUE,15,5.43372200355424,"FAA",0,5.54709483094864,14.9511459727818,14.7059517374255,5.48247231933383,14.8113852586287,14.7576334250397,14.348178707418,15.1590775444831,"001",14.7111691780651,14.9232661199584,218
"154","shh_15.0_13_241_FAA","FVB",15,241,"FAA",0,2,0,2,0,1,"0_2_2_1","325_0_2_2_1","-",325,"241FAA",15,"5/27/2015","FVB",241,"FAA",4,TRUE,15,5.48479693349065,"FAA",0,5.59816976088505,15.0616069948755,14.8164127595192,5.53354724927024,14.9218462807224,14.8683366593239,14.4610137072215,15.2713637144757,"001",14.8215659401066,15.0337342430857,220
"155","shh_15.0_14_248_FAA","FVB",15,248,"FAA",0,2,0,2,1,1,"0_2_2_1","325_0_2_2_1","y",325,"248FAA",15,"5/27/2015","FVB",248,"FAA",4,TRUE,15,5.51342874616498,"FAA",0,5.62680157355938,15.1235297287166,14.8783354933602,5.56217906194457,14.9837690145635,14.930565101484,14.5235861403241,15.334194914178,"001",14.8832680393516,15.095379844331,221
"156","shh_15.0_15_249_FAA","FVB",15,249,"FAA",0,2,0,2,1,1,"0_2_2_1","325_0_2_2_1","y",325,"249FAA",15,"5/27/2015","FVB",249,"FAA",4,TRUE,15,5.51745289646471,"FAA",0,5.6308257238591,15.1322328587203,14.8870386233639,5.5662032122443,14.9924721445672,14.9393135668406,14.5324218790377,15.3431311081012,"001",14.8919990107659,15.103910052717,222
"157","shh_15.0_16_257_FAA","FVB",15,257,"FAA",0,2,0,2,1,1,"0_2_2_1","325_0_2_2_1","-",325,"257FAA",15,"5/27/2015","FVB",257,"FAA",4,TRUE,15,5.54907608489522,"FAA",0,5.66244891228962,15.2006251153566,14.9554308800003,5.59782640067481,15.0608644012035,15.0082968104427,14.6011118833177,15.412382754594,"001",14.9603165867793,15.1719320599781,223
"158","shh_15.0_17_258_FAA","FVB",15,258,"FAA",0,2,0,2,1,1,"0_2_2_1","325_0_2_2_1","-",325,"258FAA",15,"5/27/2015","FVB",258,"FAA",4,TRUE,15,5.55295958492162,"FAA",0,5.66633241231601,15.2090240575138,14.9638298221575,5.60170990070121,15.0692633433607,15.0167637071907,14.6099189056384,15.4211690503897,"001",14.9687989347802,15.1802740700026,224
"159","shh_14.5_26_290_FW","FVB",14.5,290,"FW",0,2,0,2,1,1,"0_2_2_1","325_0_2_2_1","y",325,"290FW",14.5,"5/12/2015","FVB",290,"FW",3,TRUE,14.5,5.66988092298052,"FW",-0.5,5.23334190023711,14.2725847010496,15.216698509841,5.48216914320086,14.8107295720607,15.0289683303259,14.633788798435,15.4481464418879,"001",15.1625759777125,14.393810686086,197
"160","shh_13.5_14_89_DC","DUHi",13.5,89,"DC",0,0,0,0,0,0,"0_0_0_0","097_0_0_0_0","-",97,"89DC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"161","shh_13.5_16_95_DC","DUHi",13.5,95,"DC",0,0,0,0,0,0,"0_0_0_0","097_0_0_0_0","-",97,"95DC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"162","shh_13.5_17_154-165_DB","DUHi",13.5,159.5,"DB",2,0,0,0,0,1,"2_0_0_1","145_2_0_0_1","-",145,"159.5DB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"163","shh_14.5_24_178_DI","DUHi",14.5,178,"DI",1,0,0,0,0,1,"1_0_0_1","179_1_0_0_1","-",179,"178DI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"164","shh_14.0_27_237_DG","DUHi",14,237,"DG",1,1,0,1,0,1,"1_1_1_1","202_1_1_1_1","y",202,"237DG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"165","shh_14.5_25_236_DAF","DUHi",14.5,236,"DAF",1,1,0,1,0,1,"1_1_1_1","202_1_1_1_1","-",202,"236DAF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"166","shh_14.5_28_223_DAF","DUHi",14.5,223,"DAF",1,1,0,1,0,1,"1_1_1_1","202_1_1_1_1","-",202,"223DAF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"167","shh_13.0_03_86_FX","FVB",13,86,"FX",0,0,0,0,0,0,"0_0_0_0","097_0_0_0_0","y",97,"86FX",13,"5/12/2015","FVB",86,"FX",3,TRUE,13,4.45434729625351,"FX",-2,4.52964049175233,12.7506721516486,12.5878336838944,4.486723370318,12.6578542250287,12.6150774903372,12.1452840604176,13.0526051620279,"001",12.5883069395948,12.7399317648973,2
"168","shh_13.0_04_87_FX","FVB",13,87,"FX",0,0,0,0,0,0,"0_0_0_0","097_0_0_0_0","-",97,"87FX",13,"5/12/2015","FVB",87,"FX",3,TRUE,13,4.46590811865458,"FX",-2,4.54120131415341,12.7756750299738,12.6128365622196,4.49828419271908,12.6828571033539,12.640305077673,12.172243529264,13.076537794088,"001",12.6133019045711,12.7648569407661,3
"169","shh_13.0_05_91_FX","FVB",13,91,"FX",0,0,0,0,0,0,"0_0_0_0","097_0_0_0_0","-",97,"91FX",13,"5/12/2015","FVB",91,"FX",3,TRUE,13,4.51085950651685,"FX",-2,4.58615270201567,12.8728925152249,12.7100540474707,4.54323558058134,12.780074588605,12.7374775377064,12.2766530900248,13.16835900255,"001",12.7106665695135,12.8619537377647,5
"170","shh_13.0_06_102_FX","FVB",13,102,"FX",0,0,0,0,0,0,"0_0_0_0","097_0_0_0_0","-",97,"102FX",13,"5/12/2015","FVB",102,"FX",3,TRUE,13,4.62497281328427,"FX",-2,4.70026600878309,13.1196882037499,12.9568497359957,4.65734888734876,13.02687027713,12.9846870219465,12.5392333161127,13.4061546759927,"001",12.9574692954757,13.1085593474417,7
"171","shh_13.0_07_108_FX","FVB",13,108,"FX",0,0,0,0,0,0,"0_0_0_0","097_0_0_0_0","-",97,"108FX",13,"5/12/2015","FVB",108,"FX",3,TRUE,13,4.68213122712422,"FX",-2,4.75742442262304,13.2433061278836,13.0804676601294,4.71450730118871,13.1504882012637,13.1088896440573,12.6699210585222,13.5273992855516,"001",13.0814671711787,13.2321870091925,9
"172","shh_13.5_14_112_FV","FVB",13.5,112,"FV",2,0,0,0,0,0,"2_0_0_0","123_2_0_0_0","y",123,"112FV",13.5,"4/30/2015","FVB",112,"FV",5,TRUE,13.5,4.71849887129509,"FV",-1.5,4.74455609483251,13.2154754751123,13.1591208692724,4.72970347741618,13.1833533497836,13.1703075012864,12.7212645206345,13.5760786505118,"001",13.1553006677485,13.2069599470709,46
"173","shh_13.5_15_132_FV","FVB",13.5,132,"FV",0,0,0,0,0,0,"0_0_0_0","097_0_0_0_0","-",97,"132FV",13.5,"4/30/2015","FVB",132,"FV",5,TRUE,13.5,4.88280192258637,"FV",-1.5,4.90885914612379,13.5708177732093,13.5144631673694,4.89400652870746,13.5386956478806,13.5269172172447,13.094051586303,13.9249712339264,"001",13.5114410079669,13.5611463011663,50
"174","shh_13.5_17_137_FV","FVB",13.5,137,"FV",0,0,0,0,0,1,"0_0_0_1","162_0_0_0_1","-",162,"137FV",13.5,"4/30/2015","FVB",137,"FV",5,TRUE,13.5,4.91998092582813,"FV",-1.5,4.94603814936554,13.6512257288075,13.5948711229676,4.93118553194921,13.6191036034788,13.6072939370347,13.176315773756,14.0051217094495,"001",13.5920114423559,13.6413429009229,52
"175","shh_13.5_20_127_FV","FVB",13.5,127,"FV",0,0,0,0,0,0,"0_0_0_0","097_0_0_0_0","-",97,"127FV",13.5,"4/30/2015","FVB",127,"FV",5,TRUE,13.5,4.84418708645859,"FV",-1.5,4.87024430999601,13.4873045060944,13.4309499002545,4.85539169257968,13.4551823807656,13.4434665586406,13.0071461728198,13.8425871768968,"001",13.4273497273551,13.4780596415572,49
"176","shh_14.5_28_184_FQ","FVB",14.5,184,"FQ",0,1,0,1,0,1,"0_1_1_1","199_0_1_1_1","y",199,"184FQ",14.5,"2/26/2015","FVB",184,"FQ",5,TRUE,14.5,5.21493575760899,"FQ",-0.5,5.34288525819314,14.5094968475462,14.2327772783074,5.26995404286017,14.3517666930801,14.2878949941275,13.8781188599984,14.6803275895263,"001",14.2419641438043,14.4699788318933,175
"177","shh_14.5_29_185_FQ","FVB",14.5,185,"FQ",0,1,0,1,0,1,"0_1_1_1","199_0_1_1_1","-",199,"185FQ",14.5,"2/26/2015","FVB",185,"FQ",5,TRUE,14.5,5.22035582507832,"FQ",-0.5,5.34830532566248,14.5212189623533,14.2444993931146,5.27537411032951,14.3634888078872,14.299472491853,13.8902611075199,14.692110804256,"001",14.2537714017569,14.4818095526136,176
"178","shh_14.5_30_189_FQ","FVB",14.5,189,"FQ",0,1,0,1,0,1,"0_1_1_1","199_0_1_1_1","-",199,"189FQ",14.5,"2/26/2015","FVB",189,"FQ",5,TRUE,14.5,5.24174701505964,"FQ",-0.5,5.36969651564379,14.5674822212962,14.2907626520574,5.29676530031083,14.4097520668301,14.3456807041504,13.9378048826932,14.7388601407483,"001",14.3000490033863,14.5280813676853,178
"179","shh_14.5_31_203_FZ","FVB",14.5,203,"FZ",0,1,0,1,0,1,"0_1_1_1","199_0_1_1_1","-",199,"203FZ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"180","shh_14.5_32_207_FZ","FVB",14.5,207,"FZ",0,1,0,1,0,1,"0_1_1_1","199_0_1_1_1","y",199,"207FZ",14.5,"5/13/2015","FVB",207,"FZ",4,TRUE,14.5,5.33271879326537,"FZ",-0.5,5.35289869861311,14.5311531643506,14.4875095808304,5.3413961525649,14.5062763217441,14.507598057171,14.0928224583177,14.9028210431793,"001",14.4823543081907,14.5245030829132,211
"181","shh_14.5_33_208_FZ","FVB",14.5,208,"FZ",0,1,0,1,0,1,"0_1_1_1","199_0_1_1_1","-",199,"208FZ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"182","shh_14.5_34_209_FZ","FVB",14.5,209,"FZ",0,2,0,2,0,1,"0_2_2_1","325_0_2_2_1","-",325,"209FZ",14.5,"5/13/2015","FVB",209,"FZ",4,TRUE,14.5,5.34233425196481,"FZ",-0.5,5.36251415731255,14.5519487561832,14.5083051726631,5.35101161126434,14.5270719135768,14.5284380524311,14.1142432520977,14.9235073617606,"001",14.5030209894727,14.5454183969526,212
"183","shh_14.5_36_214_FZ","FVB",14.5,214,"FZ",0,2,0,2,0,1,"0_2_2_1","325_0_2_2_1","-",325,"214FZ",14.5,"5/13/2015","FVB",214,"FZ",4,TRUE,14.5,5.36597601502185,"FZ",-0.5,5.38615592036959,14.6030793855278,14.5594358020076,5.37465337432138,14.5782025429213,14.5796292109399,14.1652704923887,14.9751417456447,"001",14.5542217624477,14.5965771220403,214
"184","shh_14.5_37_226_FQ","FVB",14.5,226,"FQ",0,2,0,2,0,1,"0_2_2_1","325_0_2_2_1","y",325,"226FQ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"185","shh_13.5_21_136_FU","FVB",13.5,136,"FU",0,0,0,0,0,1,"0_0_0_1","162_0_0_0_1","-",162,"136FU",13.5,"4/29/2015","FVB",136,"FU",4,TRUE,13.5,4.91265488573605,"FU",-1.5,4.91437957601236,13.5827569443183,13.5790269137347,4.91339650255487,13.5806308268856,13.5756871032434,13.1425447884378,13.9774601464604,"001",13.5739089881523,13.5789316291366,44
